,umap_1,umap_2,paul15_clusters,11DC,19Lymph,7MEP,15Mo,3Ery
W31134,-2.219283,6.098724,17Neu,0.033009470236242455,0.15158968927387206,0.5789960049844267,0.12881260633320862,0.10759210190892594
W31136,8.229297,3.7720444,3Ery,6.457381771935946e-05,0.00024909320551930056,0.0023530595971553683,0.00017490144800771904,0.9971581533951966
W31137,7.8272395,4.999436,2Ery,0.0001367139687121084,0.0005445215544974251,0.005136685185261724,0.0003527619841192784,0.9938288273678598
W31138,6.768849,3.078549,3Ery,0.0001259975436756152,0.0004129659887981913,0.00390829935711903,0.00041269291371555806,0.9951398213644786
W31139,3.920943,5.29666,5Ery,0.004585771553036534,0.018644525009051314,0.1805287625792848,0.012261862270178286,0.7839782048630033
W31140,6.454656,3.6715126,3Ery,0.00031786763369138544,0.0010837908208316393,0.010303155217718121,0.0009992499018113426,0.9872955148264361
W31141,-5.7202544,7.0516257,13Baso,0.1580736904428029,0.047626731017003,0.16752872928183893,0.5760490913176756,0.05072149710121717
W31142,8.118655,7.5247884,1Ery,0.00018841878915368992,0.0007693047795503428,0.007214361160213508,0.0004632087507066202,0.9913639310227476
W31143,9.050803,4.455307,3Ery,6.356060326248758e-05,0.00025468526148256107,0.0023987805073290786,0.00016213986901956312,0.9971205658019036
W31144,5.968749,3.3591366,6Ery,0.0007708349651188322,0.0020181275023677097,0.018670183410246528,0.002928343974687208,0.9756121788487213
W31145,-6.072276,9.8092,15Mo,0.07546846117125824,0.031283337638946807,0.1277660147426841,0.7307108180330085,0.03477108280994329
W31146,5.378461,4.4766626,3Ery,0.000702520696636473,0.002636007263879514,0.025475698824989183,0.002023501375787465,0.9691617297998172
W31147,8.22752,5.704415,3Ery,0.00013788111201492846,0.0005542652415999266,0.005219231280663705,0.0003499531049521954,0.9937381293727625
W31148,-8.334054,8.053911,14Mo,0.13780728757032662,0.02509506549001396,0.09958857897176206,0.7061408560700283,0.03136835363654103
W31149,-2.7521448,3.7298682,19Lymph,0.0,1.0,0.0,0.0,0.0
W31150,-2.9810274,7.585816,12Baso,0.06318642692058334,0.06868969560221554,0.3661826789516632,0.3440218053768,0.15791903515965203
W31151,8.70292,3.6804798,3Ery,4.259458668387618e-05,0.0001686159229205372,0.0015908058964599432,0.00011098127249556904,0.9980868495183893
W31152,-7.486655,7.5224233,14Mo,0.1487678706577572,0.030287773138738764,0.11827478389853686,0.6665758197096521,0.036093776570616666
W31153,5.9150434,4.053491,6Ery,0.00044913585770108336,0.00164820544579629,0.015854218786547213,0.0013209775888852018,0.9807269651051003
W31154,7.105807,4.6799912,4Ery,0.00018956624241026976,0.0007353484904210303,0.006974173676308762,0.0005119158773686605,0.9915885044908458
W31155,-0.7433455,4.743268,7MEP,0.023358277137297167,0.09777793461642983,0.7070705884621431,0.03378064627941222,0.13801178377740972
W31156,8.395204,5.936741,2Ery,0.0001581712016373681,0.0006400380427627208,0.006011972108863138,0.0003941377408148655,0.99279508068908
W31157,-3.3646357,5.9576144,13Baso,0.0751531806431874,0.11365436042950847,0.42534215291317023,0.2758946845294106,0.10995464698198057
W31158,-7.4977517,9.826473,14Mo,0.046934442305298835,0.015553480407802897,0.06538416157630131,0.8527401519454779,0.01938772867199983
W31159,4.726878,4.3733172,6Ery,0.0015050340005935807,0.005322817047271181,0.05160020128824849,0.004647369587068648,0.9369240106941628
W31160,-1.2114888,5.3994107,18Eos,0.05423190574456946,0.15069451068229722,0.6093336193964761,0.07658004119168459,0.10915916335537951
W31161,7.223895,5.6933665,4Ery,0.0002255616947383654,0.0009085855025849604,0.00857384090156024,0.000571303135416689,0.9897201091581577
W31162,6.8714604,4.8542895,3Ery,0.00022387937169136103,0.0008606397373167651,0.008166483220625827,0.0006121225228248995,0.990136332757131
W31163,6.563403,5.0750494,3Ery,0.0003200673283841995,0.0012663144488141477,0.012090084734295984,0.0008441069086697424,0.9854789121742551
W31164,-7.618788,7.8451877,14Mo,0.15008654227689028,0.029780195222572296,0.11731411854290814,0.6667113654502876,0.03610781790289435
W31165,8.439215,5.519137,2Ery,0.00013510052925861258,0.0005426700324236729,0.005105480782397423,0.0003420385295951093,0.9938741747601192
W31166,-6.180852,7.211436,13Baso,0.14108046381829767,0.03835695096253052,0.14718375450002338,0.6290414484001875,0.044337291384094896
W31167,8.876543,5.7588716,2Ery,0.00013630733592383533,0.0005510841776304154,0.005174117777401067,0.00033992715834398464,0.9937980041963859
W31168,-9.124124,7.4622064,13Baso,0.17721575048059882,0.023308134761517357,0.0924500840201895,0.6772449686381041,0.02978134074419217
W31169,-6.5899463,6.645201,13Baso,0.1511531851763489,0.03979499356390291,0.1509164851061436,0.6117033154281643,0.046431956790925856
W31170,-8.742626,8.173448,14Mo,0.13568610299769654,0.022186351183042463,0.0884268269997502,0.7252408540867825,0.02846009299834023
W31171,-0.42331254,4.5307345,7MEP,0.0,0.0,1.0,0.0,0.0
W31172,4.6910763,3.4499671,7MEP,0.0017583610051390528,0.005181442753666751,0.05046177764229514,0.006501441190556515,0.9360966159181459
W31173,-0.43272984,5.0966415,7MEP,0.01296447928628461,0.07589202758192894,0.7525807063843846,0.02692303334334817,0.13163904490554346
W31174,-4.037222,5.916346,10GMP,0.09399845057530005,0.11343284068770669,0.3380213711871412,0.36003802713186733,0.09450836484145105
W31175,-3.1104596,7.335657,12Baso,0.06365439907737373,0.06935142573825548,0.3824308494444756,0.34056598749426614,0.14399705626331996
W31176,3.3129866,4.4364796,6Ery,0.007562799172671191,0.024485433718474874,0.24042096015962539,0.02556065375659493,0.7019693692336032
W31177,4.770334,4.839007,5Ery,0.0018962794667618619,0.006855047516116227,0.06647392856617845,0.005688754296052501,0.91908537701613
W31178,5.1526136,5.212995,5Ery,0.0013067000071863867,0.004829220522800827,0.04631986077753379,0.00383157392718232,0.9437120073875581
W31179,-6.902704,9.858998,14Mo,0.06310181388094185,0.026124759142158747,0.11364059853726098,0.7629662688379297,0.034166457107827855
W31180,7.4907575,5.547132,4Ery,0.00018418493005207493,0.0007352987922213777,0.006940761593996437,0.0004748670071177572,0.9916643033766012
W31181,-7.0057745,11.19231,16Neu,0.0432079209641384,0.01734392059734053,0.07102236678068025,0.8491443598264785,0.019281141460522313
W31182,-7.7878046,10.278083,16Neu,0.040345006837508475,0.012365067787132663,0.050906059806327,0.8814885042488764,0.014895324213176533
W31183,7.834867,3.6850026,3Ery,9.323403189407765e-05,0.000350738926355161,0.0033191725572700695,0.00026153098186592184,0.9959750553548429
W31184,7.0833535,5.5468774,2Ery,0.0002022999010163876,0.0008082501047675071,0.007622467124318481,0.0005202540308921005,0.9908461358342171
W31185,6.610882,5.8981333,6Ery,0.00027702997373382933,0.0011262877277496922,0.010623186280838231,0.0006971702464983375,0.9872756588602666
W31186,-6.321574,6.243715,13Baso,0.1600842151709415,0.04472516585693481,0.16593947422424946,0.5767916824784026,0.05245926053024272
W31187,-4.7218065,6.0698895,13Baso,0.10042968347564406,0.07011731551076424,0.2787009153978512,0.4521268873886139,0.09862452851351242
W31188,-3.4964306,6.246165,10GMP,0.08789356562525458,0.08090543268053782,0.36265850855226744,0.35336560353038154,0.11517613209957873
W31189,-6.9072967,9.758239,14Mo,0.0642238875625576,0.025677209557201056,0.10839065924057222,0.7710108367730255,0.030697290668592638
W31190,5.6891356,5.8354936,5Ery,0.0004985379794808687,0.0019709327516540818,0.018774667465232188,0.001326764743018257,0.9774284359919543
W31191,0.08362714,4.468735,7MEP,0.011811990745933483,0.06267524618138019,0.7389418599652416,0.02136013381045115,0.16520998477416116
W31192,0.22372517,5.430943,7MEP,0.011143210772437283,0.04827100525175526,0.7640135770372224,0.0276783344239568,0.14889322305283473
W31193,7.3735237,4.730391,5Ery,0.00015105034319419692,0.0005897411284106762,0.005581278251005196,0.00040331573096088325,0.9932741444482373
W31194,4.3655915,4.8688145,6Ery,0.0038976043673073853,0.013133245372068867,0.12252100621969796,0.012356050257858317,0.8480913211291117
W31195,8.776019,5.5844355,2Ery,0.0001261555378771808,0.0005094256015111784,0.004786005772718319,0.0003160147992516106,0.994261864319447
W31196,3.1143901,5.1856966,10GMP,0.01677918988402468,0.03709561770211009,0.31420689027486,0.07071121895853485,0.5612060382781147
W31197,-4.2914557,6.22651,10GMP,0.08296794012702315,0.06536080785950624,0.30304950882748494,0.3941144407524743,0.15450644518337875
W31198,7.86488,5.681798,2Ery,0.00016433931910087536,0.0006588277205749423,0.006209352360839211,0.0004194981053294364,0.9925473434967758
W31199,-1.1155785,4.5420365,7MEP,0.016570933722476398,0.1204160757792031,0.719923467047819,0.04970547624805145,0.09338376897674718
W31200,3.6927958,4.716976,6Ery,0.007534724556249889,0.02092437824416971,0.1870429541543857,0.027806801747551794,0.7566903100515715
W31201,0.6363948,4.744288,7MEP,0.012073012769915157,0.06835952275538597,0.6782251898475221,0.024251550019091253,0.2170899357072889
W31202,-6.583789,7.7894077,14Mo,0.12452349174966151,0.03604581405572873,0.14271632805299655,0.6526284041372669,0.0440859213596416
W31203,-5.3342667,8.885079,16Neu,0.10856406317926204,0.04062986066425221,0.15763868322890154,0.6499017777693079,0.043265295926592756
W31204,-4.1332955,5.768752,10GMP,0.0909700915446902,0.097408634841965,0.36133726454264475,0.3493180062069717,0.10096509379207946
W31205,5.5675316,5.7888193,3Ery,0.000576710850132392,0.0022771174597941792,0.02167629674627905,0.0015285181947662452,0.973940702924846
W31206,8.526059,3.2985451,3Ery,0.0,0.0,0.0,0.0,1.0
W31207,-7.687627,7.9795933,13Baso,0.15712050459684732,0.0278811233323621,0.10939378034620509,0.6719377155835404,0.033666934657363264
W31209,8.931653,5.9454117,1Ery,0.00012119505359686326,0.0004889880726165905,0.004596841064862058,0.0003046093367278648,0.9944878426629723
W31210,-5.8293824,8.87446,14Mo,0.1242192980365755,0.03706749774991723,0.14452616997145779,0.6531034950510902,0.04108317245323927
W31211,-7.1839247,8.513858,15Mo,0.13319918251834006,0.029797872993270677,0.11698307125518567,0.6850774431984422,0.03494231262130753
W31212,6.6068754,6.982534,2Ery,0.00025075239808862107,0.0010190507236338788,0.009616938008955597,0.0006293882216638524,0.9884831628433287
W31213,2.5148087,5.308216,5Ery,0.008806654505073825,0.03582863573674834,0.34044490630593516,0.02289128133297048,0.5920276083773127
W31214,7.4498653,7.474091,2Ery,0.00021571490714077167,0.0008821734826163532,0.008283502633030192,0.0005307404431212803,0.9900871022309297
W31215,3.8586366,5.4305196,5Ery,0.005360754195249543,0.021057706556503106,0.20413014307721364,0.014900761984616569,0.7545497427825707
W31217,7.955603,3.8850405,3Ery,8.862113138617866e-05,0.00034325627496790886,0.0032438211951175415,0.00023873675564378338,0.9960852690394845
W31218,-6.013776,8.6976,14Mo,0.12576369825382364,0.035725164750689646,0.14048462401663148,0.6575841389628377,0.040442182416777724
W31219,-4.7301393,5.846579,10GMP,0.11246485585077795,0.08318527069181474,0.2998690424346839,0.41244657666366574,0.0920334770188199
W31220,7.534758,7.0543485,2Ery,0.00019952161762865002,0.0008127392992732581,0.007642446212219382,0.0004949590652215789,0.9908496367270828
W31221,-0.20238236,4.331738,7MEP,0.0,0.0,1.0,0.0,0.0
W31222,7.200543,4.4488006,4Ery,0.000140586633485186,0.0005489247979474183,0.0051938130269172465,0.00037539055730308006,0.993740859378859
W31223,-4.0981097,5.9837403,9GMP,0.06836944661465157,0.057939461468674194,0.31135240686455745,0.35815149111071526,0.20418623173687997
W31224,0.10845386,5.7396417,7MEP,0.012280140057038641,0.042342237196642506,0.7556661742312729,0.03918461805305235,0.15052621909530148
W31225,6.9955974,6.848842,3Ery,0.00024037345419436818,0.000985653794196023,0.009242075135743568,0.0005885106962103609,0.9889426971368173
W31226,-6.2619967,10.882542,16Neu,0.052936852526681,0.025822120085610304,0.11076189459510392,0.7814952640703569,0.02898354856472305
W31227,-4.593146,2.4399097,11DC,1.0,0.0,0.0,0.0,0.0
W31228,-1.8898668,6.424313,10GMP,0.06419911339043387,0.10088567205344537,0.5523319273413381,0.14188262772351884,0.1406995462771628
W31229,4.6131706,3.7135854,6Ery,0.0022649818251501723,0.007291640668705477,0.0720989142207734,0.007676196866903533,0.9106677609468622
W31230,3.71109,5.1600027,3Ery,0.005404109170940705,0.017618830505664478,0.1671345405598722,0.017657949813857206,0.7921836885968703
W31231,6.5778017,7.0445576,2Ery,0.0007975869550213603,0.003551685094458158,0.03181441821912569,0.0015634372381037388,0.9622720861494393
W31232,7.3097353,5.501037,5Ery,0.00018582728259038057,0.0007375901734481467,0.006969755078161841,0.00048343023459255114,0.9916227934483641
W31233,5.319697,6.7736597,2Ery,0.001293318701851073,0.005547719615465296,0.05023646443567706,0.0025015548053793735,0.9404202122822829
W31234,7.9342985,6.397823,2Ery,0.0001950965985589836,0.0007916940309571792,0.007439931434859499,0.00048697848072144567,0.9910856022960373
W31236,5.3737106,6.6324277,5Ery,0.0007127478488896364,0.0029472897295788206,0.027795318190279594,0.001729997264987915,0.966813955886221
W31237,-6.083748,7.9982724,14Mo,0.14091643908641435,0.03944480462074183,0.15092422586617077,0.62484198449016,0.043872351717276596
W31238,5.9984684,4.0964994,5Ery,0.0005365168642448942,0.0019227568011505843,0.01842919152133728,0.0016134759666218304,0.9774975533650196
W31239,-6.6491537,8.088634,14Mo,0.1336274565269037,0.0329350535393293,0.12899231415513523,0.6659748829286399,0.03847021609624003
W31240,6.061717,3.7745166,3Ery,0.00036591318023856967,0.001248859065156037,0.011905585573529364,0.0011537624728931838,0.9853254627363367
W31241,6.3900504,6.750216,2Ery,0.0003195485080125221,0.0013146769643577211,0.012338985195522898,0.0007757586483159567,0.9852503087442075
W31242,-4.9375734,10.511647,16Neu,0.06785474289125627,0.03873797515619995,0.16535552645586082,0.6867344864127106,0.0413166467654537
W31243,8.687581,6.5254617,2Ery,0.00019300895662144834,0.0007985682658235445,0.007420831649243589,0.0004488290003270957,0.9911381151951949
W31244,-3.0432088,6.8876266,13Baso,0.08805825998950784,0.10267936047360501,0.477470512878656,0.23074159045182685,0.10104922904145168
W31245,-5.23218,10.537728,16Neu,0.06569121263291976,0.030968481342341477,0.12917641427338522,0.7403519469910763,0.03381146060505168
W31246,7.060069,7.497469,2Ery,0.00024097002657754064,0.0009901785996418357,0.009292235653687196,0.0005873372022475313,0.9888885273232448
W31247,8.82626,5.5685496,3Ery,0.00013436850166727293,0.0005421117514946366,0.00509578512108882,0.0003373326865903095,0.9938898446312949
W31248,7.534723,3.469337,3Ery,7.23712967104455e-05,0.00027010214223806804,0.002559368376421941,0.0002057210629418532,0.9968922196973052
W31249,-6.021461,7.556961,14Mo,0.1453961071163962,0.041050338993608396,0.15367332697517497,0.6148449037719906,0.04503517629578005
W31250,5.8841777,6.563425,5Ery,0.0006493931172859101,0.0027182650659073808,0.02570263676058778,0.0015775547636711425,0.9693514245840248
W31251,-6.9069767,11.5337105,16Neu,0.04484333658983188,0.01826105747691752,0.07512926233004903,0.841485565213116,0.020280500848856894
W31252,-6.158548,8.150014,14Mo,0.13906022454619718,0.0378957486659172,0.14762210467970988,0.6324086331661608,0.04301305502019773
W31253,-3.4380953,7.8133545,14Mo,0.08759205626155678,0.08695460524546578,0.38172725086216464,0.35559942151313056,0.08812575647594628
W31254,-8.61359,7.386631,13Baso,0.20061819001725886,0.024706072090093525,0.09733685014558208,0.6467119948229375,0.030627103106928358
W31255,7.7250595,5.2818217,3Ery,0.0001478799932755725,0.0005902909199147163,0.005565573908895214,0.00038000895559295756,0.9933156718127901
W31256,-5.1962247,8.498979,14Mo,0.11563377580339514,0.04554259834395584,0.1781763179426569,0.6121478761992517,0.04849907757011863
W31257,0.316784,4.6810546,7MEP,0.012790761490146787,0.07799721690199518,0.6958449051399705,0.023829886943695627,0.18953635585984277
W31259,-6.248795,7.1067553,14Mo,0.108386055990908,0.04444622617431565,0.18837883790077234,0.5984240694971681,0.06036471916797252
W31260,-2.9334772,6.9361405,10GMP,0.09946675116309106,0.10230730282921183,0.4650891213663525,0.23354744772909822,0.0995883354855875
W31262,3.8928912,6.307788,2Ery,0.0030827917313678297,0.013054656562840215,0.12509092579358436,0.0077114114161992995,0.8510594669268212
W31263,-3.3753717,7.3688393,14Mo,0.08277877755212623,0.08402371554526075,0.3863469020177313,0.34864481573728195,0.09820481302892324
W31264,-4.4747286,9.068005,15Mo,0.0928702257391748,0.05534646856387384,0.21948609312334605,0.5767462764589044,0.05555032726038543
W31265,-6.897299,7.894335,14Mo,0.1387958180475431,0.034351972771092816,0.13251431327460864,0.65421074956434,0.04012706299410632
W31266,-6.932581,11.1018095,16Neu,0.04395147373402167,0.017925190067014075,0.07404699515466182,0.8439738844024343,0.020102195777513304
W31267,-2.4566905,5.690261,10GMP,0.059425826532015426,0.13508348492574987,0.5379768278465077,0.14884265305628358,0.11867016515774408
W31268,-0.94226265,4.599181,7MEP,0.012513906719251107,0.12483645918105173,0.7482493157282517,0.02926732488390993,0.08513259645016757
W31269,3.818592,6.178908,5Ery,0.004296328736548171,0.018109450905160963,0.17935486725468255,0.010645825620100887,0.7875927288227339
W31270,-5.7481785,11.292136,16Neu,0.05991419362150763,0.02478770615200535,0.1015667728037247,0.7865116796837515,0.027219112939543225
W31271,5.4218407,7.0031533,2Ery,0.0009457080501766181,0.004026704234012939,0.03761130606231542,0.0021609323788145543,0.9552546011496057
W31272,-5.6267095,10.168095,16Neu,0.06596954430111762,0.03470384406839696,0.14761749772932323,0.7134158324788986,0.03829288619396816
W31273,-5.5009785,9.695501,14Mo,0.07760648624463297,0.039726407859577186,0.16861248117642078,0.6683037597019987,0.045750502490002995
W31274,-4.3513703,6.6779017,10GMP,0.09107700900504796,0.074574550495159,0.31443225587723095,0.4150890371182066,0.10482654227479175
W31275,-5.9793415,11.077106,16Neu,0.05453693809412718,0.024714744018278195,0.10219010720885825,0.7915214927921375,0.027036348147616195
W31276,-0.3313447,5.565086,8Mk,0.017115794723296236,0.08049259513796003,0.7031339593664018,0.036952331952375385,0.16230436202940943
W31277,0.40562698,4.335606,7MEP,0.013219191255247871,0.06739170458440641,0.7036265971096451,0.023708682533174836,0.19205303090877462
W31278,-6.8320413,7.5471554,14Mo,0.13731556940942274,0.03660791641483945,0.1395050702245619,0.6443910254574279,0.042180390806671735
W31279,0.10151079,5.3775845,7MEP,0.013269176037382036,0.060811019760281845,0.7400973092017129,0.03239241734993739,0.15342927789499444
W31280,6.879241,6.3392053,2Ery,0.00023377866691172915,0.0009518133952810566,0.008940599794528182,0.0005813656898394239,0.9892917106387592
W31281,-6.606892,7.471148,14Mo,0.15335729357929143,0.034681338379376134,0.13362721582894183,0.6386058048219841,0.039728345880445014
W31282,-3.7758138,7.631547,14Mo,0.09201468075885519,0.09711274159617639,0.3667415055417271,0.3621815883275099,0.08194865991412748
W31283,6.1814537,6.0008907,4Ery,0.0003842912589460524,0.001581299182895595,0.014882683909971309,0.0009382462410473873,0.9822128328015878
W31284,4.742543,6.1586623,5Ery,0.001639366891738448,0.006602239009329995,0.06354062138059464,0.004336712984024572,0.923880359462708
W31285,-3.9721773,8.020278,14Mo,0.10090512884881937,0.07890682743665098,0.29333517553184846,0.45388391345755696,0.07296820647240806
W31286,-3.9922996,8.096142,14Mo,0.10425299501879644,0.06543973547789912,0.2694096310496938,0.4942942934191311,0.06660271144585046
W31287,-0.5974041,6.192097,10GMP,0.025052605283528595,0.0794836162067725,0.6298323690428114,0.07820999175225858,0.18741986818096296
W31288,0.7996437,4.7628675,6Ery,0.011584396044272026,0.057764261383633525,0.6572878931997326,0.02336715736860104,0.249995453733058
W31289,5.3717055,5.8472238,5Ery,0.0010491808581244981,0.004199348015896922,0.04055060441273829,0.002784593977246663,0.9514155865699204
W31290,-5.7215133,8.28938,14Mo,0.12377782564454867,0.04139663004329499,0.16052475389707152,0.628943556809381,0.04535690683601701
W31291,8.511718,4.024507,3Ery,7.147391723132847e-05,0.0002832891815497232,0.0026702716525122197,0.00018559780256785524,0.9967890834761833
W31292,5.468979,4.3052273,5Ery,0.0006446408658901614,0.0024015989111090793,0.023315138627110488,0.0018803679172850435,0.9717577106091254
W31293,-7.3291965,8.902886,15Mo,0.10066830208325327,0.027286529895852524,0.10960799375116373,0.7292008191339445,0.033236345161365796
W31294,5.485282,6.029569,5Ery,0.0005356771236408606,0.002131317444886927,0.02034229030350457,0.0014137965966736195,0.9755762465451621
W31295,-5.4887476,8.612965,14Mo,0.12139731581571848,0.041609098194965916,0.16123181811810058,0.6312157920435021,0.044545615766018176
W31296,-6.1507134,9.163359,16Neu,0.121919864446126,0.03491326149525564,0.13796080737660785,0.6660545165792248,0.03915115188077248
W31297,-0.80641735,5.292503,8Mk,0.02281082930035199,0.0581305437604578,0.807520480013086,0.023463196354831597,0.08807440024645857
W31298,9.115197,4.43004,3Ery,7.169457251047937e-05,0.0002868674483169704,0.002701413667348585,0.00018320083884211101,0.9967565201391758
W31299,-7.8723097,8.7765045,14Mo,0.08337492649133244,0.0256551222187896,0.10790441080892495,0.7439560296711819,0.03910963214909447
W31300,-0.91828823,4.7729807,12Baso,0.013191067081736316,0.09028947552113695,0.7743589215976336,0.030389791560423266,0.09177029398369688
W31301,-7.6433434,8.224742,14Mo,0.0968683730198872,0.03364765514225728,0.14515806955364258,0.6686839020529711,0.055642028450533
W31302,8.661044,3.2262049,3Ery,0.0,0.0,0.0,0.0,1.0
W31303,4.0408716,4.940801,5Ery,0.004864325338112009,0.01750815347275856,0.1686912774983632,0.014529474595731562,0.794405941473933
W31305,-3.406898,7.795356,16Neu,0.08875511006752072,0.08589002324198516,0.37468531080449796,0.36679431742846047,0.08387430835977487
W31306,-8.328582,10.008635,15Mo,0.018525719144495523,0.0050334177942925485,0.021435678041025173,0.9481528343392849,0.006852438423781986
W31307,-7.6293297,7.436349,13Baso,0.17160200814466048,0.029527112027764008,0.11522842009134612,0.648242247245738,0.03540027406709385
W31309,6.667664,5.11794,5Ery,0.00023987994089188727,0.0009263344224378237,0.008790690481806147,0.0006523920955539527,0.9893901244695803
W31310,8.383248,3.0805888,3Ery,0.0,0.0,0.0,0.0,1.0
W31311,-5.043832,6.908363,13Baso,0.12318618259278963,0.0672154228955263,0.23167663599256985,0.5100555566668671,0.06786570139504504
W31312,-2.1264508,7.1271152,12Baso,0.04466964099342401,0.08045695601480925,0.49962009266247687,0.2142306069630996,0.16102235079626723
W31313,-0.67308885,5.180282,8Mk,0.0,0.0,1.0,0.0,0.0
W31314,-0.024969006,6.7633767,7MEP,0.02602057763783593,0.05613853980465344,0.5493670728498767,0.11162859033617664,0.2568441511215283
W31315,4.1758404,4.297141,6Ery,0.0032057482468903172,0.010283690438293072,0.09818492658884215,0.010683130889109804,0.877641850077338
W31316,8.038893,5.9081883,2Ery,0.0001614483970506271,0.0006513430500649681,0.00612615198575446,0.00040574575713880564,0.9926547040658283
W31317,9.138056,3.8143394,3Ery,5.5535385530070605e-05,0.00022157880056354254,0.0020880205328177616,0.0001427275526024226,0.9974919274476048
W31318,8.681322,4.464376,3Ery,8.748778155868768e-05,0.0003480861171399792,0.003282927979547952,0.00022610304727618285,0.9960550566231043
W31319,-7.657315,8.831456,15Mo,0.11641438111303518,0.026713243994209428,0.1061771004228868,0.7185787041074521,0.03211652037281156
W31321,4.456927,3.6593604,3Ery,0.00294939865265996,0.009854075099339376,0.09847351937946011,0.00980816491038716,0.8789142959511628
W31322,7.1391096,4.513862,3Ery,0.00021423353358016893,0.0008048345548753611,0.007634217974595395,0.0006029393647892457,0.9907433002068481
W31323,6.2097096,3.5804744,3Ery,0.0002833614970940818,0.0009371311087432745,0.00890190669824138,0.0009169758050151576,0.9889602488132005
W31324,0.62089634,6.310852,8Mk,0.01886193930740837,0.05038531438845034,0.5590517362059294,0.07228824572324632,0.2994117834475302
W31325,7.0264645,6.250723,2Ery,0.00022412109353949937,0.0009030883127627629,0.008515221687855767,0.0005686680411910385,0.9897882097551812
W31326,8.445577,5.28545,2Ery,0.0001423911309094805,0.0005692392170992263,0.005365288168219589,0.00036468804159273284,0.9935578659962105
