,umap_1,umap_2,paul15_clusters,11DC,19Lymph,7MEP,15Mo,3Ery
W31150,-2.9810274,7.585816,12Baso,0.012881370621475756,0.016792397033792393,0.5079082565510947,0.39199277321203974,0.0704252025815984
W31151,8.70292,3.6804798,3Ery,4.64913531705521e-05,0.004927588613787635,0.0006089476382160204,0.13151143314517263,0.8629055392496541
W31152,-7.486655,7.5224233,14Mo,0.04468214109090739,0.0014492128352655796,0.07340396015880218,0.8329622273928917,0.04750245852213414
W31153,5.9150434,4.053491,6Ery,2.3670525456873368e-05,0.004542159100663483,0.019640794054752383,0.1286750045371738,0.8471183717819544
W31154,7.105807,4.6799912,4Ery,3.224416951105966e-05,0.004704884903961851,0.005946052282665716,0.13059294462359144,0.8587238740202708
W31155,-0.7433455,4.743268,7MEP,0.007031542465850043,0.062370502943176635,0.8333476793407899,0.019733075888730797,0.07751719936145361
W31156,8.395204,5.936741,2Ery,3.7275817796909135e-05,0.004766582426968345,0.0037215839053520716,0.13089883873693686,0.8605757191129468
W31157,-3.3646357,5.9576144,13Baso,0.019906343639071948,0.05523324265084984,0.5718597120891096,0.3215965614134017,0.03140414020756785
W31158,-7.4977517,9.826473,14Mo,0.010636207622043755,0.0034174941722378152,0.04788323346973328,0.8800896503672154,0.05797341436877067
W31159,4.726878,4.3733172,6Ery,1.215044078827375e-05,0.004125091444221407,0.073385746857552,0.12139324852998627,0.8010837627274531
W31160,-1.2114888,5.3994107,18Eos,0.01715705413297602,0.09352474886091706,0.7537502955093077,0.07882333042611561,0.056744571070684556
W31161,7.223895,5.6933665,4Ery,3.0380317060517788e-05,0.004676490008411151,0.007643318993469235,0.1302561500132035,0.8573936606678566
W31162,6.8714604,4.8542895,3Ery,2.8429897618398608e-05,0.0046453491650579656,0.007620748501677934,0.1303245400099634,0.8573809324256833
W31163,6.563403,5.0750494,3Ery,2.6651949041301376e-05,0.004635246799724539,0.013386677971637449,0.1294148702662216,0.852536553013376
W31164,-7.618788,7.8451877,14Mo,0.04352275895345134,0.0012711813118761552,0.07326459211834283,0.834041070505212,0.04790039711111874
W31165,8.439215,5.519137,2Ery,3.897571104861867e-05,0.004795184203363874,0.002715531985799375,0.13108216067162068,0.8613681474281685
W31166,-6.180852,7.211436,13Baso,0.04063573441035504,0.004267538835568457,0.1249933018136289,0.7885034161768895,0.041600008763559175
W31167,8.876543,5.7588716,2Ery,3.9500795125815515e-05,0.004800422236460911,0.002741697192280499,0.13107244761399517,0.8613459321621386
W31168,-9.124124,7.4622064,13Baso,0.06474570852985882,3.0064401244407585e-05,0.02896192822260056,0.8526483677547375,0.05361393109155977
W31169,-6.5899463,6.645201,13Baso,0.04624322302692177,0.004669232107313328,0.1315651347253006,0.7765949562313995,0.04092745390906584
W31170,-8.742626,8.173448,14Mo,0.04455202389969087,0.0006094284362980766,0.03476170480635329,0.8651086516572893,0.05496819120036954
W31171,-0.42331254,4.5307345,7MEP,0.003296981831134876,0.05261628870580751,0.8690446441872068,0.004564251970045705,0.07047783330580593
W31172,4.6910763,3.4499671,7MEP,9.381851784884637e-05,0.004299761567914602,0.07215218671825188,0.12378494822814248,0.7996692849678432
W31173,-0.43272984,5.0966415,7MEP,0.003800161224234412,0.05452834750157752,0.8463824331331954,0.01313376443942077,0.08215529370157287
W31174,-4.037222,5.916346,10GMP,0.026998429270554535,0.05464537858682061,0.44758321791207223,0.439065492091189,0.031707482139364626
W31175,-3.1104596,7.335657,12Baso,0.013107573504145313,0.016502060089877396,0.529734665272527,0.38490860640831204,0.05574709472513919
W31176,3.3129866,4.4364796,6Ery,0.0005924575987993381,0.007379975446112178,0.33097927178572023,0.0942275601233272,0.5668207350460421
W31177,4.770334,4.839007,5Ery,4.597830706422209e-05,0.004452429597056245,0.09347117327343799,0.11863538532800864,0.7833950334944338
W31178,5.1526136,5.212995,5Ery,4.404377036930211e-05,0.004584605176448243,0.06347286788560154,0.12262647098326399,0.8092720121843179
W31179,-6.902704,9.858998,14Mo,0.010479134205077642,0.004663821542991481,0.09967957151986082,0.8320310029758431,0.05314646975622794
W31180,7.4907575,5.547132,4Ery,3.1552579613086915e-05,0.004693259442968083,0.005432451321051628,0.13061794958751888,0.8592247870688492
W31181,-7.0057745,11.19231,16Neu,0.0020328192635152924,0.004118267935744997,0.03587324268596582,0.899165887860351,0.05880978225442386
W31182,-7.7878046,10.278083,16Neu,0.0072537984865293495,0.003121869655547134,0.022956758170006003,0.9057365381066127,0.0609310355813058
W31183,7.834867,3.6850026,3Ery,4.286243165794795e-05,0.004865036958309748,0.0022529965371404833,0.1312604950951032,0.8615786089777897
W31184,7.0833535,5.5468774,2Ery,3.080385457482553e-05,0.004681676139613724,0.006371546821304688,0.13046723389869144,0.8584487392858164
W31185,6.610882,5.8981333,6Ery,2.476378236579245e-05,0.004605089044962465,0.010707095504488012,0.1297336233970913,0.8549294282710934
W31186,-6.321574,6.243715,13Baso,0.05593418973813321,0.00794547706170093,0.1613757783826409,0.7347267591584902,0.040017795659035724
W31187,-4.7218065,6.0698895,13Baso,0.026573737982762826,0.019538063337267386,0.36411190760366735,0.5490958677696061,0.040680423306697355
W31188,-3.4964306,6.246165,10GMP,0.024177797473242925,0.027563102433096332,0.49054088184641625,0.4193104072988441,0.03840781094840141
W31189,-6.9072967,9.758239,14Mo,0.009981110950506472,0.004638546569584923,0.08768301431954202,0.8453049816594238,0.05239234650094385
W31190,5.6891356,5.8354936,5Ery,1.0490717239690655e-05,0.004420533553469555,0.02335774004041997,0.12780780568029385,0.8444034300085779
W31191,0.08362714,4.468735,7MEP,0.0028592953692513955,0.04273229481190354,0.8462975466402042,0.00435079932900981,0.103760063849632
W31192,0.22372517,5.430943,7MEP,0.003115657288013845,0.04111230834895194,0.8311519642645665,0.018738501397530957,0.10588156870093769
W31193,7.3735237,4.730391,5Ery,3.590367270366934e-05,0.0047611934935566785,0.004171105864435221,0.1308812078821329,0.8601505890871725
W31194,4.3655915,4.8688145,6Ery,0.0002341510901215728,0.005304991272147781,0.17241903372178183,0.1103767782452308,0.711665045670719
W31195,8.776019,5.5844355,2Ery,4.026620219847049e-05,0.004813429033346541,0.00237671853440329,0.13113956112693717,0.8616300251031155
W31196,3.1143901,5.1856966,10GMP,0.0022127254652832737,0.008370704733246945,0.44246528560961246,0.11972569538402031,0.427225588807838
W31197,-4.2914557,6.22651,10GMP,0.02029172385005217,0.015751979812461653,0.4106637638755793,0.4731879637739629,0.08010456868794505
W31198,7.86488,5.681798,2Ery,3.3830414095527914e-05,0.004718686868270686,0.004112608478934662,0.13082463690199508,0.8603102373367051
W31199,-1.1155785,4.5420365,7MEP,0.004390300376193947,0.07689949721053176,0.8483203613941254,0.034082711630162146,0.03630712938898773
W31200,3.6927958,4.716976,6Ery,0.0006737743253980814,0.005777771701841754,0.26617936443653045,0.10843651667353989,0.6189325728626909
W31201,0.6363948,4.744288,7MEP,0.0026900018777000225,0.042401316773093695,0.7980357999542792,0.013977618665756598,0.14289526272917147
W31202,-6.583789,7.7894077,14Mo,0.03334490192860174,0.0038342598110064304,0.1212561036174887,0.7969560178351597,0.04460871680774446
W31203,-5.3342667,8.885079,16Neu,0.025562840196905405,0.007879290483058203,0.1484059489951154,0.7771936781793788,0.0409582421455433
W31204,-4.1332955,5.768752,10GMP,0.02557923710418242,0.04326918747375565,0.47600066786853706,0.4207379292263063,0.034412978327219484
W31205,5.5675316,5.7888193,3Ery,1.2561198250719695e-05,0.004434246580568441,0.027544873815258643,0.12719210545047188,0.8408162129554514
W31206,8.526059,3.2985451,3Ery,4.7268141484576586e-05,0.004940459953748872,0.0004718755902314393,0.13154975729402626,0.8629906390205098
W31207,-7.687627,7.9795933,13Baso,0.05137471559768921,0.0009752207355105046,0.060032602593789904,0.8386935384864312,0.04892392258658019
W31209,8.931653,5.9454117,1Ery,4.050845096321419e-05,0.004817062349912823,0.002130662820978197,0.13118080093794304,0.8618309654402038
W31210,-5.8293824,8.87446,14Mo,0.03035077505938755,0.004659606072491645,0.12233463476279627,0.8009122201394273,0.04174276396589824
W31211,-7.1839247,8.513858,15Mo,0.03640676880854085,0.001867156023929726,0.07755971268356128,0.8367959382326189,0.047370424251350234
W31212,6.6068754,6.982534,2Ery,2.2618846623288564e-05,0.004560978643031207,0.008874577041846058,0.12997926154427406,0.8565625639242264
W31213,2.5148087,5.308216,5Ery,0.0007964413635226747,0.01247612930690597,0.459307447331854,0.06724086273600291,0.46017911926171545
W31214,7.4498653,7.474091,2Ery,2.8058985093449017e-05,0.0046266383617550085,0.0065398578607729005,0.13035991587962348,0.8584455289127562
W31215,3.8586366,5.4305196,5Ery,0.0002826864109218497,0.007094497734912639,0.2822733649637821,0.09196748765100456,0.6183819632393799
W31217,7.955603,3.8850405,3Ery,4.2541728631494615e-05,0.004862591661953228,0.0018813118173368123,0.13129339184849181,0.8619201629435875
W31218,-6.013776,8.6976,14Mo,0.03182907834616785,0.004176178758329766,0.1150594970432462,0.8057430036496752,0.04319224220258193
W31219,-4.7301393,5.846579,10GMP,0.03677013605217151,0.03204480820280972,0.38694079757053573,0.5083818916031945,0.03586236657128961
W31220,7.534758,7.0543485,2Ery,3.0036549075947593e-05,0.004658048124768556,0.005731545483201258,0.13051238148574523,0.85906798835721
W31221,-0.20238236,4.331738,7MEP,0.003497963542307204,0.05919689591080619,0.8592435970340653,0.002168339996247534,0.07589320351657468
W31222,7.200543,4.4488006,4Ery,3.690675098760984e-05,0.004778379454058096,0.003927814067896251,0.13092838909752014,0.860328510629539
W31223,-4.0981097,5.9837403,9GMP,0.015454710654630784,0.009218482173377613,0.43719010673935704,0.42203355190738095,0.11610314852525457
W31224,0.10845386,5.7396417,7MEP,0.0031593423874796242,0.03523829769439438,0.8181902664716764,0.03315499179624198,0.11025710165020856
W31225,6.9955974,6.848842,3Ery,2.940689350474129e-05,0.004657503502630169,0.008335385142186645,0.13010255204346435,0.8568751524182151
W31226,-6.2619967,10.882542,16Neu,0.0021258078863058373,0.005751195367684954,0.08313367590488233,0.8554750604327019,0.053514260408425975
W31227,-4.593146,2.4399097,11DC,0.8388833234544523,0.029527250178226425,0.004206001680610801,0.12736263287298125,2.0791813730335706e-05
W31228,-1.8898668,6.424313,10GMP,0.025411987185984617,0.05049856621280068,0.7252342596435649,0.14860648665110837,0.05024870030654234
W31229,4.6131706,3.7135854,6Ery,0.00011712611714779352,0.004640909520491677,0.10092981160773533,0.11948793689780852,0.7748242158568176
W31230,3.71109,5.1600027,3Ery,0.00034314539676258936,0.005534997375614234,0.23577639060058064,0.10362023606420127,0.6547252305628424
W31231,6.5778017,7.0445576,2Ery,8.036956015702283e-05,0.005250108366565425,0.03909874927947305,0.1251435194253745,0.8304272533684309
W31232,7.3097353,5.501037,5Ery,3.1104927111683816e-05,0.004682641800403587,0.005336662600628153,0.13063284056406702,0.8593167501077906
W31233,5.319697,6.7736597,2Ery,0.00010433624130915159,0.00543128459400147,0.06594904686613479,0.1208393611288051,0.8076759711697504
W31234,7.9342985,6.397823,2Ery,3.153322223463383e-05,0.004683648315091859,0.005653950244697482,0.13054855246684421,0.8590823157511328
W31236,5.3737106,6.6324277,5Ery,1.42965129551925e-05,0.004476867811613484,0.036056072371606115,0.12568195227499124,0.8337708110288349
W31237,-6.083748,7.9982724,14Mo,0.039649863432944916,0.005023374126697237,0.13106925100480973,0.784379740252718,0.03987777118283123
W31238,5.9984684,4.0964994,5Ery,2.862686150733948e-05,0.004560970122523285,0.023513872759937094,0.1282418677820372,0.843654662473996
W31239,-6.6491537,8.088634,14Mo,0.036190044870755195,0.0026741425573245897,0.0960128951676857,0.8199605857234461,0.04516233168078945
W31240,6.061717,3.7745166,3Ery,3.233666448318352e-05,0.00462095398574869,0.014420469810437448,0.1296234014634489,0.8513028380758828
W31241,6.3900504,6.750216,2Ery,2.4354529730249508e-05,0.004593508063559231,0.01295689303796825,0.12933847368824872,0.8530867706804945
W31242,-4.9375734,10.511647,16Neu,0.006969981906037749,0.009684607656113186,0.16281349689966615,0.7761822243052685,0.04434968923291532
W31243,8.687581,6.5254617,2Ery,4.0160616327674865e-05,0.004793537221735457,0.005498815102790192,0.13059660577251755,0.85907088128663
W31244,-3.0432088,6.8876266,13Baso,0.02816925678419499,0.05384089031425202,0.6265326271396394,0.26311990888541503,0.028337316876499558
W31245,-5.23218,10.537728,16Neu,0.005563473512532072,0.006387929972055856,0.10594110037982349,0.8328501139622869,0.049257382173302576
W31246,7.060069,7.497469,2Ery,2.610693489663676e-05,0.004603833218136064,0.00814592916283801,0.13008966243389222,0.857134468250238
W31247,8.82626,5.5685496,3Ery,3.9469902407538e-05,0.004800400809974409,0.0026198173882021653,0.13109424693430743,0.8614460649651094
W31248,7.534723,3.469337,3Ery,4.413274808701669e-05,0.004887826969007977,0.00181570737036512,0.131338482875636,0.8619138500369049
W31249,-6.021461,7.556961,14Mo,0.04121376863317211,0.00580632935471516,0.1358470902730319,0.7775797922511002,0.03955301948798175
W31250,5.8841777,6.563425,5Ery,2.7118941148626524e-05,0.004664158613669184,0.032299294933831414,0.1263606877476714,0.8366487397636803
W31251,-6.9069767,11.5337105,16Neu,0.0009049884978592588,0.004099408940343103,0.035550247443861524,0.90077783511309,0.05866752000484721
W31252,-6.158548,8.150014,14Mo,0.03739771258635965,0.004137924505899186,0.12619988892802472,0.7915226700558359,0.04074180392388145
W31253,-3.4380953,7.8133545,14Mo,0.0241976160962808,0.03570799083505826,0.5003823840295648,0.41604829711850033,0.023663711920596832
W31254,-8.61359,7.386631,13Baso,0.07383515234682349,0.0005138678043640078,0.04135025087227024,0.8339885243537297,0.0503122046228136
W31255,7.7250595,5.2818217,3Ery,3.645940835068658e-05,0.004759481792215623,0.0034018750813691757,0.13096428032167612,0.8608379033963894
W31256,-5.1962247,8.498979,14Mo,0.029831929463822,0.009836847415522692,0.18044206467956858,0.7420755436370146,0.037813614804073296
W31257,0.316784,4.6810546,7MEP,0.003012249230674282,0.0468643664959367,0.829608273624838,0.007225475225952391,0.11328963542259961
W31259,-6.248795,7.1067553,14Mo,0.027581686681249117,0.007121234017923944,0.20538435980211192,0.7178318870892295,0.04208083240948644
W31260,-2.9334772,6.9361405,10GMP,0.04427242436608876,0.05150508063137418,0.6077495591530188,0.2683581999270409,0.028114735922478283
W31262,3.8928912,6.307788,2Ery,0.00011236383838103352,0.005856242106018375,0.17277577459139937,0.10540069875505922,0.715854920709143
W31263,-3.3753717,7.3688393,14Mo,0.021335952085765508,0.03273807823828502,0.511156203423079,0.4059034408290841,0.02886632542378739
W31264,-4.4747286,9.068005,15Mo,0.020570515878853345,0.016795794514283358,0.24939163437866763,0.6777393282104534,0.0355027270177434
W31265,-6.897299,7.894335,14Mo,0.03934308049972865,0.0030052752213070785,0.09984004070134213,0.8130690323684747,0.04474257120914844
W31266,-6.932581,11.1018095,16Neu,0.0016704454480660175,0.00410099219509185,0.03707274029970553,0.8984352376311663,0.05872058442597141
W31267,-2.4566905,5.690261,10GMP,0.016522574149493673,0.08127645134568448,0.6972120420787848,0.16372281798625338,0.041266114439784514
W31268,-0.94226265,4.599181,7MEP,0.004566032298435113,0.0928228059677679,0.8289309313533205,0.02035926707868478,0.05332096330179264
W31269,3.818592,6.178908,5Ery,0.0002730592059475534,0.007558420737018633,0.2424509657221939,0.09553142349987107,0.6541861308349698
W31270,-5.7481785,11.292136,16Neu,0.0031962320009520577,0.004630595230429914,0.06309614974823385,0.8751061828665855,0.05397084015379972
W31271,5.4218407,7.0031533,2Ery,4.553505538393218e-05,0.0048505549796355844,0.048890499248630336,0.12370555395091311,0.822507856765438
W31272,-5.6267095,10.168095,16Neu,0.0072106172018279995,0.008184586109023834,0.13810931395983506,0.7992811230580811,0.047214359671233046
W31273,-5.5009785,9.695501,14Mo,0.01260890303229931,0.008812241089951161,0.17207890717091154,0.763017730509,0.04348221819783897
W31274,-4.3513703,6.6779017,10GMP,0.023032939797414973,0.02287979888747612,0.41688395164120334,0.49751105806886786,0.03969225160503872
W31275,-5.9793415,11.077106,16Neu,0.0016267300567712677,0.005256637918740009,0.06561677900276752,0.8728065196138131,0.0546933334079091
W31276,-0.3313447,5.565086,8Mk,0.004394952489177206,0.049137874143094985,0.8324740170569324,0.022229602616530866,0.09176355369426555
W31277,0.40562698,4.335606,7MEP,0.0030755230367766843,0.042906669933340344,0.8248077905011841,0.00886322766401224,0.12034678886468757
W31278,-6.8320413,7.5471554,14Mo,0.038765403337885224,0.003986606277862908,0.11276698998369503,0.8010992981484933,0.04338170225206442
W31279,0.10151079,5.3775845,7MEP,0.0031719828155483873,0.041678890922733296,0.8416765093133435,0.017800854419619306,0.09567176252875645
W31280,6.879241,6.3392053,2Ery,2.852816266587389e-05,0.004643234731383374,0.00784064646039118,0.13018405596978436,0.8573035346757761
W31281,-6.606892,7.471148,14Mo,0.046259764270161444,0.0028900761050258345,0.09978622014248922,0.8079688818510888,0.04309505763123558
W31282,-3.7758138,7.631547,14Mo,0.027607062749179023,0.0471714418288163,0.4590687064700487,0.43408266385798633,0.03207012509397062
W31283,6.1814537,6.0008907,4Ery,2.5713384237884392e-05,0.004622343024788584,0.016908753277295897,0.12875402650355425,0.8496891638101244
W31284,4.742543,6.1586623,5Ery,3.571311362465703e-05,0.004727049985929009,0.08743060863416026,0.11838386077283157,0.7894227674934555
W31285,-3.9721773,8.020278,14Mo,0.0274358709160943,0.03203435490745648,0.36766387982884113,0.5436258132356002,0.029240081112008834
W31286,-3.9922996,8.096142,14Mo,0.027728925250057622,0.02122033269730154,0.32890686415804027,0.5938659400889676,0.028277937805634056
W31287,-0.5974041,6.192097,10GMP,0.004786017589847527,0.03478877398984963,0.8118736287548379,0.06462545586830212,0.0839261237971637
W31288,0.7996437,4.7628675,6Ery,0.0023144593407657607,0.03417266779756888,0.779535132207068,0.01549251485355219,0.16848522580104602
W31289,5.3717055,5.8472238,5Ery,2.270291843413268e-05,0.004581985643401277,0.05445823805662477,0.12324572742044929,0.8176913459610914
W31290,-5.7215133,8.28938,14Mo,0.03241654754041799,0.0068869830596708,0.14972148928687956,0.7712594556586498,0.03971552445438295
W31291,8.511718,4.024507,3Ery,4.393310081096286e-05,0.004882225689630669,0.0012505594185669583,0.13138112426130566,0.8624421575296867
W31292,5.468979,4.3052273,5Ery,1.4521455247629401e-05,0.004426364040246632,0.03064130840220049,0.12702369157663732,0.8378941145256689
W31293,-7.3291965,8.902886,15Mo,0.02502517381690243,0.002682425103515817,0.0768595673065022,0.8447838280774813,0.05064900569559924
W31294,5.485282,6.029569,5Ery,8.196317527686152e-06,0.004396243675069451,0.025643120670563912,0.12742860881632592,0.842523830520514
W31295,-5.4887476,8.612965,14Mo,0.031147525201339298,0.007234178287099049,0.15157746938934577,0.7712509312875802,0.03878989583463672
W31296,-6.1507134,9.163359,16Neu,0.028799844260769206,0.003923426146390881,0.11198034420228539,0.8120176554019014,0.04327872998865403
W31297,-0.80641735,5.292503,8Mk,0.008862625310237527,0.05652023410212031,0.8516401431372028,0.016127058617611486,0.06684993883282869
W31298,9.115197,4.43004,3Ery,4.443866820856899e-05,0.004887120087467369,0.0010138103784432541,0.13141047736909228,0.8626441534967895
W31299,-7.8723097,8.7765045,14Mo,0.022363018522143605,0.0030358317095721663,0.09268579341810337,0.8260271170265288,0.05588823932365314
W31300,-0.91828823,4.7729807,12Baso,0.004229936524300467,0.0682922474169706,0.8570116903202696,0.01626202138862012,0.054204104349840194
W31301,-7.6433434,8.224742,14Mo,0.025352199617815842,0.00364463437537846,0.14370963398315642,0.7731330463151476,0.05416048570850274
W31302,8.661044,3.2262049,3Ery,4.729584890332288e-05,0.004941267532395053,0.00041974344528749604,0.1315554415138237,0.8630362516595914
W31303,4.0408716,4.940801,5Ery,0.00025463807785238693,0.005886036368987366,0.23621130130441897,0.1003205681607513,0.657327456087991
W31305,-3.406898,7.795356,16Neu,0.02436282553135988,0.03638380098383544,0.48523634340120847,0.42969248947694094,0.02432454060665619
W31306,-8.328582,10.008635,15Mo,0.00785532587536436,0.003099049204356916,0.013831927921965866,0.9115308397443914,0.0636828572539224
W31307,-7.6293297,7.436349,13Baso,0.05474560139031041,0.0009376133403599346,0.06639518193729514,0.8305210107848439,0.04740059254719167
W31309,6.667664,5.11794,5Ery,2.7825872436501808e-05,0.004635184008816782,0.008414857308835138,0.13019475604270728,0.8567273767672053
W31310,8.383248,3.0805888,3Ery,4.794320333720418e-05,0.00495321769643349,0.00036410285761222916,0.13158329804342603,0.863051438199192
W31311,-5.043832,6.908363,13Baso,0.035854067524546285,0.022040374241595075,0.27286860718453365,0.6354089144824382,0.033828036566887786
W31312,-2.1264508,7.1271152,12Baso,0.008396122998121694,0.026964575180386176,0.6791031711390068,0.2273138786684079,0.05822225201407845
W31313,-0.67308885,5.180282,8Mk,0.004785215366619467,0.05503890342817345,0.8648909223091389,0.013252276450882661,0.06203268244518647
W31314,-0.024969006,6.7633767,7MEP,0.004583417708242138,0.021221861027347095,0.6953433077942032,0.12070491924660465,0.15814649422360388
W31315,4.1758404,4.297141,6Ery,0.00015069044927867355,0.004503296025667095,0.1398903494839603,0.11485304627381256,0.7406026177672823
W31316,8.038893,5.9081883,2Ery,3.5819471856435805e-05,0.004746262999329013,0.003869440826540787,0.13086816614400215,0.8604803105582727
W31317,9.138056,3.8143394,3Ery,4.590180131612886e-05,0.004913720181569984,0.000656166879866595,0.13148764928855355,0.8628965618486948
W31318,8.681322,4.464376,3Ery,4.329271746333945e-05,0.00487217492880579,0.0014553305699637612,0.13133841226367884,0.8622907895200892
W31319,-7.657315,8.831456,15Mo,0.031127845067434545,0.0019724256042106944,0.06726339433117746,0.8490831213445952,0.05055321365258316
W31321,4.456927,3.6593604,3Ery,0.000156253846536389,0.004947315708212401,0.13743849027345797,0.11464252347475538,0.7428154166970389
W31322,7.1391096,4.513862,3Ery,3.443535424224054e-05,0.004721844436213688,0.0072526512794411245,0.1304619243993376,0.8575291445307663
